user_id,n_chosen,n_rejected,mean_chosen_length,mean_rejected_length,length_pref_ratio,chosen_length_std,length_score_corr,length_score_p,prefers_longer
user1042,14,25,72.07142857142857,82.88,0.8695876999448429,42.68901545850321,-0.2309796562859482,0.15714177575630994,False
user1043,19,31,131.47368421052633,101.35483870967742,1.2971623839994642,48.12633420822045,0.49176703125392407,0.00028683217262789206,True
user1044,23,33,60.56521739130435,62.60606060606061,0.9674018266762069,47.19416515791694,0.044459879304187204,0.744905439684201,False
user1045,20,30,91.7,93.83333333333333,0.9772646536412078,40.006374492073135,0.31943282775004234,0.02374670584132002,False
user1046,8,14,91.25,71.71428571428571,1.2724103585657371,51.64240021532694,0.2589135784122875,0.2446273561047214,True
user1047,14,25,136.57142857142858,95.44,1.4309663513351696,52.110753326399895,0.4637484239421012,0.0029440991967606468,True
user1048,20,27,59.5,60.77777777777778,0.9789762340036563,41.19526671839861,-0.012576814086422496,0.9331329296292499,False
user1049,23,33,121.95652173913044,91.12121212121212,1.3383988085770882,62.72124545463014,0.7077092267631729,1.0681649028628341e-09,True
user105,14,26,138.28571428571428,93.23076923076923,1.4832626119754833,56.11904256823623,0.3845323275248199,0.014289745065195912,True
user1050,14,26,79.85714285714286,66.84615384615384,1.194640802235739,29.002111112461996,0.007376338054677466,0.963969189105532,True
user1051,18,28,89.05555555555556,82.35714285714286,1.0813337188011949,54.58782141571121,0.3832479659093746,0.00856358604841178,True
user1052,13,24,94.0,81.5,1.1533742331288344,46.13358529648105,0.36674114686562426,0.0255708316525996,True
user1053,19,29,137.8421052631579,98.6896551724138,1.3967229394240317,33.38020711659552,0.5341849272184286,9.209936100335195e-05,True
